formula,X,B,A,A_w,A_d,A_dw,composition,Tolerance_Factor
K2OH(ICl4)0.875(NH2)0.125,K,OH,ICl4,0.875,NH2,0.125,K2 H1.25 I0.875 N0.125 Cl3.5 O1,0.9773589232767297
K2OH(ICl4)0.75(NH2)0.25,K,OH,ICl4,0.75,NH2,0.25,K2 H1.5 I0.75 N0.25 Cl3 O1,0.9500157653711347
K2OH(ICl4)0.625(NH2)0.375,K,OH,ICl4,0.625,NH2,0.375,K2 H1.75 I0.625 N0.375 Cl2.5 O1,0.9226726074655399
K2OH(ICl4)0.5(NH2)0.5,K,OH,ICl4,0.5,NH2,0.5,K2 H2 I0.5 N0.5 Cl2 O1,0.895329449559945
K2OH(ICl4)0.375(NH2)0.625,K,OH,ICl4,0.375,NH2,0.625,K2 H2.25 I0.375 N0.625 Cl1.5 O1,0.86798629165435
K2OH(ICl4)0.25(NH2)0.75,K,OH,ICl4,0.25,NH2,0.75,K2 H2.5 I0.25 N0.75 Cl1 O1,0.8406431337487551
K2OH(ICl4)0.125(NH2)0.875,K,OH,ICl4,0.125,NH2,0.875,K2 H2.75 I0.125 N0.875 Cl0.5 O1,0.8132999758431603
K2OHAlF4,K,OH,AlF4,1.0,,,K2 Al1 H1 O1 F4,1.0504859734893672
K2OH(AlF4)0.875I0.125,K,OH,AlF4,0.875,I,0.125,K2 Al0.875 H1 I0.125 O1 F3.5,1.0329990701776495
K2OH(AlF4)0.75I0.25,K,OH,AlF4,0.75,I,0.25,K2 Al0.75 H1 I0.25 O1 F3,1.015512166865932
K2OH(AlF4)0.625I0.375,K,OH,AlF4,0.625,I,0.375,K2 Al0.625 H1 I0.375 O1 F2.5,0.9980252635542142
K2OH(AlF4)0.5I0.5,K,OH,AlF4,0.5,I,0.5,K2 Al0.5 H1 I0.5 O1 F2,0.9805383602424965
K2OH(AlF4)0.375I0.625,K,OH,AlF4,0.375,I,0.625,K2 Al0.375 H1 I0.625 O1 F1.5,0.9630514569307789
K2OH(AlF4)0.25I0.75,K,OH,AlF4,0.25,I,0.75,K2 Al0.25 H1 I0.75 O1 F1,0.9455645536190612
K2OH(AlF4)0.125I0.875,K,OH,AlF4,0.125,I,0.875,K2 Al0.125 H1 I0.875 O1 F0.5,0.9280776503073435
K2OH(AlF4)0.875(NO2)0.125,K,OH,AlF4,0.875,NO2,0.125,K2 Al0.875 H1 N0.125 O1.25 F3.5,1.0240966466735024
K2OH(AlF4)0.75(NO2)0.25,K,OH,AlF4,0.75,NO2,0.25,K2 Al0.75 H1 N0.25 O1.5 F3,0.9977073198576375
K2OH(AlF4)0.625(NO2)0.375,K,OH,AlF4,0.625,NO2,0.375,K2 Al0.625 H1 N0.375 O1.75 F2.5,0.9713179930417727
K2OH(AlF4)0.5(NO2)0.5,K,OH,AlF4,0.5,NO2,0.5,K2 Al0.5 H1 N0.5 O2 F2,0.9449286662259078
K2OH(AlF4)0.375(NO2)0.625,K,OH,AlF4,0.375,NO2,0.625,K2 Al0.375 H1 N0.625 O2.25 F1.5,0.918539339410043
K2OH(AlF4)0.25(NO2)0.75,K,OH,AlF4,0.25,NO2,0.75,K2 Al0.25 H1 N0.75 O2.5 F1,0.8921500125941781
K2OH(AlF4)0.125(NO2)0.875,K,OH,AlF4,0.125,NO2,0.875,K2 Al0.125 H1 N0.875 O2.75 F0.5,0.8657606857783132
K2OH(AlF4)0.875(IO4)0.125,K,OH,AlF4,0.875,IO4,0.125,K2 Al0.875 H1 I0.125 O1.5 F3.5,1.0422194373783735
K2OH(AlF4)0.75(IO4)0.25,K,OH,AlF4,0.75,IO4,0.25,K2 Al0.75 H1 I0.25 O2 F3,1.0339529012673796
K2OH(AlF4)0.625(IO4)0.375,K,OH,AlF4,0.625,IO4,0.375,K2 Al0.625 H1 I0.375 O2.5 F2.5,1.025686365156386
K2OH(AlF4)0.5(IO4)0.5,K,OH,AlF4,0.5,IO4,0.5,K2 Al0.5 H1 I0.5 O3 F2,1.017419829045392
K2OH(AlF4)0.375(IO4)0.625,K,OH,AlF4,0.375,IO4,0.625,K2 Al0.375 H1 I0.625 O3.5 F1.5,1.0091532929343983
K2OH(AlF4)0.25(IO4)0.75,K,OH,AlF4,0.25,IO4,0.75,K2 Al0.25 H1 I0.75 O4 F1,1.0008867568234043
K2OH(AlF4)0.125(IO4)0.875,K,OH,AlF4,0.125,IO4,0.875,K2 Al0.125 H1 I0.875 O4.5 F0.5,0.9926202207124105
K2OH(AlF4)0.875(CN)0.125,K,OH,AlF4,0.875,CN,0.125,K2 Al0.875 H1 C0.125 N0.125 O1 F3.5,1.0237787029769256
K2OH(AlF4)0.75(CN)0.25,K,OH,AlF4,0.75,CN,0.25,K2 Al0.75 H1 C0.25 N0.25 O1 F3,0.9970714324644842
K2OH(AlF4)0.625(CN)0.375,K,OH,AlF4,0.625,CN,0.375,K2 Al0.625 H1 C0.375 N0.375 O1 F2.5,0.9703641619520427
K2OH(AlF4)0.5(CN)0.5,K,OH,AlF4,0.5,CN,0.5,K2 Al0.5 H1 C0.5 N0.5 O1 F2,0.9436568914396011
K2OH(AlF4)0.375(CN)0.625,K,OH,AlF4,0.375,CN,0.625,K2 Al0.375 H1 C0.625 N0.625 O1 F1.5,0.9169496209271595
K2OH(AlF4)0.25(CN)0.75,K,OH,AlF4,0.25,CN,0.75,K2 Al0.25 H1 C0.75 N0.75 O1 F1,0.890242350414718
K2OH(AlF4)0.125(CN)0.875,K,OH,AlF4,0.125,CN,0.875,K2 Al0.125 H1 C0.875 N0.875 O1 F0.5,0.8635350799022764
K2OH(AlF4)0.875Cl0.125,K,OH,AlF4,0.875,Cl,0.125,K2 Al0.875 H1 Cl0.125 O1 F3.5,1.020599266011159
K2OH(AlF4)0.75Cl0.25,K,OH,AlF4,0.75,Cl,0.25,K2 Al0.75 H1 Cl0.25 O1 F3,0.9907125585329505
K2OH(AlF4)0.625Cl0.375,K,OH,AlF4,0.625,Cl,0.375,K2 Al0.625 H1 Cl0.375 O1 F2.5,0.960825851054742
K2OH(AlF4)0.5Cl0.5,K,OH,AlF4,0.5,Cl,0.5,K2 Al0.5 H1 Cl0.5 O1 F2,0.9309391435765336
K2OH(AlF4)0.375Cl0.625,K,OH,AlF4,0.375,Cl,0.625,K2 Al0.375 H1 Cl0.625 O1 F1.5,0.9010524360983253
K2OH(AlF4)0.25Cl0.75,K,OH,AlF4,0.25,Cl,0.75,K2 Al0.25 H1 Cl0.75 O1 F1,0.8711657286201169
K2OH(AlF4)0.125Cl0.875,K,OH,AlF4,0.125,Cl,0.875,K2 Al0.125 H1 Cl0.875 O1 F0.5,0.8412790211419086
K2OH(AlF4)0.875(ICl4)0.125,K,OH,AlF4,0.875,ICl4,0.125,K2 Al0.875 H1 I0.125 Cl0.5 O1 F3.5,1.044762986950987
K2OH(AlF4)0.75(ICl4)0.25,K,OH,AlF4,0.75,ICl4,0.25,K2 Al0.75 H1 I0.25 Cl1 O1 F3,1.0390400004126066
K2OH(AlF4)0.625(ICl4)0.375,K,OH,AlF4,0.625,ICl4,0.375,K2 Al0.625 H1 I0.375 Cl1.5 O1 F2.5,1.0333170138742263
K2OH(AlF4)0.5(ICl4)0.5,K,OH,AlF4,0.5,ICl4,0.5,K2 Al0.5 H1 I0.5 Cl2 O1 F2,1.027594027335846
K2OH(AlF4)0.375(ICl4)0.625,K,OH,AlF4,0.375,ICl4,0.625,K2 Al0.375 H1 I0.625 Cl2.5 O1 F1.5,1.0218710407974656
K2OH(AlF4)0.25(ICl4)0.75,K,OH,AlF4,0.25,ICl4,0.75,K2 Al0.25 H1 I0.75 Cl3 O1 F1,1.0161480542590853
K2OH(AlF4)0.125(ICl4)0.875,K,OH,AlF4,0.125,ICl4,0.875,K2 Al0.125 H1 I0.875 Cl3.5 O1 F0.5,1.010425067720705
K2OH(AlF4)0.875(BH4)0.125,K,OH,AlF4,0.875,BH4,0.125,K2 Al0.875 B0.125 H1.5 O1 F3.5,1.027594027335846
K2OH(AlF4)0.75(BH4)0.25,K,OH,AlF4,0.75,BH4,0.25,K2 Al0.75 B0.25 H2 O1 F3,1.0047020811823246
K2OH(AlF4)0.625(BH4)0.375,K,OH,AlF4,0.625,BH4,0.375,K2 Al0.625 B0.375 H2.5 O1 F2.5,0.9818101350288033
K2OH(AlF4)0.5(BH4)0.5,K,OH,AlF4,0.5,BH4,0.5,K2 Al0.5 B0.5 H3 O1 F2,0.9589181888752819
K2OH(AlF4)0.375(BH4)0.625,K,OH,AlF4,0.375,BH4,0.625,K2 Al0.375 B0.625 H3.5 O1 F1.5,0.9360262427217606
K2OH(AlF4)0.25(BH4)0.75,K,OH,AlF4,0.25,BH4,0.75,K2 Al0.25 B0.75 H4 O1 F1,0.9131342965682393
K2OH(AlF4)0.125(BH4)0.875,K,OH,AlF4,0.125,BH4,0.875,K2 Al0.125 B0.875 H4.5 O1 F0.5,0.890242350414718
K2OH(AlF4)0.875(BF4)0.125,K,OH,AlF4,0.875,BF4,0.125,K2 Al0.875 B0.125 H1 O1 F4,1.0403117751989133
K2OH(AlF4)0.75(BF4)0.25,K,OH,AlF4,0.75,BF4,0.25,K2 Al0.75 B0.25 H1 O1 F4,1.0301375769084593
K2OH(AlF4)0.625(BF4)0.375,K,OH,AlF4,0.625,BF4,0.375,K2 Al0.625 B0.375 H1 O1 F4,1.0199633786180056
K2OH(AlF4)0.5(BF4)0.5,K,OH,AlF4,0.5,BF4,0.5,K2 Al0.5 B0.5 H1 O1 F4,1.0097891803275516
K2OH(AlF4)0.375(BF4)0.625,K,OH,AlF4,0.375,BF4,0.625,K2 Al0.375 B0.625 H1 O1 F4,0.9996149820370976
K2OH(AlF4)0.25(BF4)0.75,K,OH,AlF4,0.25,BF4,0.75,K2 Al0.25 B0.75 H1 O1 F4,0.9894407837466437
K2OH(AlF4)0.125(BF4)0.875,K,OH,AlF4,0.125,BF4,0.875,K2 Al0.125 B0.875 H1 O1 F4,0.9792665854561898
K2OH(AlF4)0.875(AlH4)0.125,K,OH,AlF4,0.875,AlH4,0.125,K2 Al1 H1.5 O1 F3.5,1.047624480220177
K2OH(AlF4)0.75(AlH4)0.25,K,OH,AlF4,0.75,AlH4,0.25,K2 Al1 H2 O1 F3,1.044762986950987
K2OH(AlF4)0.625(AlH4)0.375,K,OH,AlF4,0.625,AlH4,0.375,K2 Al1 H2.5 O1 F2.5,1.0419014936817967
K2OH(AlF4)0.5(AlH4)0.5,K,OH,AlF4,0.5,AlH4,0.5,K2 Al1 H3 O1 F2,1.0390400004126066
K2OH(AlF4)0.375(AlH4)0.625,K,OH,AlF4,0.375,AlH4,0.625,K2 Al1 H3.5 O1 F1.5,1.0361785071434164
K2OH(AlF4)0.25(AlH4)0.75,K,OH,AlF4,0.25,AlH4,0.75,K2 Al1 H4 O1 F1,1.0333170138742263
K2OH(AlF4)0.125(AlH4)0.875,K,OH,AlF4,0.125,AlH4,0.875,K2 Al1 H4.5 O1 F0.5,1.030455520605036
K2OH(AlF4)0.875F0.125,K,OH,AlF4,0.875,F,0.125,K2 Al0.875 H1 O1 F3.625,1.005337968575478
K2OH(AlF4)0.75F0.25,K,OH,AlF4,0.75,F,0.25,K2 Al0.75 H1 O1 F3.25,0.9601899636615887
K2OH(AlF4)0.625F0.375,K,OH,AlF4,0.625,F,0.375,K2 Al0.625 H1 O1 F2.875,0.9150419587476994
K2OH(AlF4)0.5F0.5,K,OH,AlF4,0.5,F,0.5,K2 Al0.5 H1 O1 F2.5,0.8698939538338102
K2OH(AlF4)0.375F0.625,K,OH,AlF4,0.375,F,0.625,K2 Al0.375 H1 O1 F2.125,0.8247459489199209
K2OH(AlF4)0.25F0.75,K,OH,AlF4,0.25,F,0.75,K2 Al0.25 H1 O1 F1.75,0.7795979440060317
K2OH(AlF4)0.125F0.875,K,OH,AlF4,0.125,F,0.875,K2 Al0.125 H1 O1 F1.375,0.7344499390921424
K2OH(AlF4)0.875(ClO4)0.125,K,OH,AlF4,0.875,ClO4,0.125,K2 Al0.875 H1 Cl0.125 O1.5 F3.5,1.0393579441091834
K2OH(AlF4)0.75(ClO4)0.25,K,OH,AlF4,0.75,ClO4,0.25,K2 Al0.75 H1 Cl0.25 O2 F3,1.0282299147289993
K2OH(AlF4)0.625(ClO4)0.375,K,OH,AlF4,0.625,ClO4,0.375,K2 Al0.625 H1 Cl0.375 O2.5 F2.5,1.0171018853488154
K2OH(AlF4)0.5(ClO4)0.5,K,OH,AlF4,0.5,ClO4,0.5,K2 Al0.5 H1 Cl0.5 O3 F2,1.0059738559686313
K2OH(AlF4)0.375(ClO4)0.625,K,OH,AlF4,0.375,ClO4,0.625,K2 Al0.375 H1 Cl0.625 O3.5 F1.5,0.9948458265884473
K2OH(AlF4)0.25(ClO4)0.75,K,OH,AlF4,0.25,ClO4,0.75,K2 Al0.25 H1 Cl0.75 O4 F1,0.9837177972082634
K2OH(AlF4)0.125(ClO4)0.875,K,OH,AlF4,0.125,ClO4,0.875,K2 Al0.125 H1 Cl0.875 O4.5 F0.5,0.9725897678280794
K2OH(AlF4)0.875(BCl4)0.125,K,OH,AlF4,0.875,BCl4,0.125,K2 Al0.875 B0.125 H1 Cl0.5 O1 F3.5,1.0676549331045082
K2OH(AlF4)0.75(BCl4)0.25,K,OH,AlF4,0.75,BCl4,0.25,K2 Al0.75 B0.25 H1 Cl1 O1 F3,1.0848238927196492
K2OH(AlF4)0.625(BCl4)0.375,K,OH,AlF4,0.625,BCl4,0.375,K2 Al0.625 B0.375 H1 Cl1.5 O1 F2.5,1.1019928523347902
K2OH(AlF4)0.5(BCl4)0.5,K,OH,AlF4,0.5,BCl4,0.5,K2 Al0.5 B0.5 H1 Cl2 O1 F2,1.1191618119499311
K2OH(AlF4)0.375(BCl4)0.625,K,OH,AlF4,0.375,BCl4,0.625,K2 Al0.375 B0.625 H1 Cl2.5 O1 F1.5,1.1363307715650721
K2OH(AlF4)0.25(BCl4)0.75,K,OH,AlF4,0.25,BCl4,0.75,K2 Al0.25 B0.75 H1 Cl3 O1 F1,1.153499731180213
K2OH(AlF4)0.125(BCl4)0.875,K,OH,AlF4,0.125,BCl4,0.875,K2 Al0.125 B0.875 H1 Cl3.5 O1 F0.5,1.170668690795354
K2OH(AlF4)0.875Br0.125,K,OH,AlF4,0.875,Br,0.125,K2 Al0.875 H1 Br0.125 O1 F3.5,1.025368421459809
K2OH(AlF4)0.75Br0.25,K,OH,AlF4,0.75,Br,0.25,K2 Al0.75 H1 Br0.25 O1 F3,1.000250869430251
K2OH(AlF4)0.625Br0.375,K,OH,AlF4,0.625,Br,0.375,K2 Al0.625 H1 Br0.375 O1 F2.5,0.9751333174006929
K2OH(AlF4)0.5Br0.5,K,OH,AlF4,0.5,Br,0.5,K2 Al0.5 H1 Br0.5 O1 F2,0.9500157653711347
K2OH(AlF4)0.375Br0.625,K,OH,AlF4,0.375,Br,0.625,K2 Al0.375 H1 Br0.625 O1 F1.5,0.9248982133415766
K2OH(AlF4)0.25Br0.75,K,OH,AlF4,0.25,Br,0.75,K2 Al0.25 H1 Br0.75 O1 F1,0.8997806613120185
K2OH(AlF4)0.125Br0.875,K,OH,AlF4,0.125,Br,0.875,K2 Al0.125 H1 Br0.875 O1 F0.5,0.8746631092824604
K2OH(AlF4)0.875(NH2)0.125,K,OH,AlF4,0.875,NH2,0.125,K2 Al0.875 H1.25 N0.125 O1 F3.5,1.017419829045392
K2OH(AlF4)0.75(NH2)0.25,K,OH,AlF4,0.75,NH2,0.25,K2 Al0.75 H1.5 N0.25 O1 F3,0.9843536846014167
K2OH(AlF4)0.625(NH2)0.375,K,OH,AlF4,0.625,NH2,0.375,K2 Al0.625 H1.75 N0.375 O1 F2.5,0.9512875401574415
K2OH(AlF4)0.5(NH2)0.5,K,OH,AlF4,0.5,NH2,0.5,K2 Al0.5 H2 N0.5 O1 F2,0.9182213957134663
K2OH(AlF4)0.375(NH2)0.625,K,OH,AlF4,0.375,NH2,0.625,K2 Al0.375 H2.25 N0.625 O1 F1.5,0.885155251269491
K2OH(AlF4)0.25(NH2)0.75,K,OH,AlF4,0.25,NH2,0.75,K2 Al0.25 H2.5 N0.75 O1 F1,0.8520891068255158
K2OH(AlF4)0.125(NH2)0.875,K,OH,AlF4,0.125,NH2,0.875,K2 Al0.125 H2.75 N0.875 O1 F0.5,0.8190229623815406
K2OHBH4,K,OH,BH4,1.0,,,K2 B1 H5 O1,0.8673504042611967
K2OH(BH4)0.875I0.125,K,OH,BH4,0.875,I,0.125,K2 B0.875 H4.5 I0.125 O1,0.8727554471030003
K2OH(BH4)0.75I0.25,K,OH,BH4,0.75,I,0.25,K2 B0.75 H4 I0.25 O1,0.878160489944804
K2OH(BH4)0.625I0.375,K,OH,BH4,0.625,I,0.375,K2 B0.625 H3.5 I0.375 O1,0.8835655327866077
K2OH(BH4)0.5I0.5,K,OH,BH4,0.5,I,0.5,K2 B0.5 H3 I0.5 O1,0.8889705756284113
K2OH(BH4)0.375I0.625,K,OH,BH4,0.375,I,0.625,K2 B0.375 H2.5 I0.625 O1,0.8943756184702149
K2OH(BH4)0.25I0.75,K,OH,BH4,0.25,I,0.75,K2 B0.25 H2 I0.75 O1,0.8997806613120185
K2OH(BH4)0.125I0.875,K,OH,BH4,0.125,I,0.875,K2 B0.125 H1.5 I0.875 O1,0.9051857041538222
K2OH(BH4)0.875(NO2)0.125,K,OH,BH4,0.875,NO2,0.125,K2 B0.875 H4.5 N0.125 O1.25,0.8638530235988532
K2OH(BH4)0.75(NO2)0.25,K,OH,BH4,0.75,NO2,0.25,K2 B0.75 H4 N0.25 O1.5,0.8603556429365096
K2OH(BH4)0.625(NO2)0.375,K,OH,BH4,0.625,NO2,0.375,K2 B0.625 H3.5 N0.375 O1.75,0.8568582622741661
K2OH(BH4)0.5(NO2)0.5,K,OH,BH4,0.5,NO2,0.5,K2 B0.5 H3 N0.5 O2,0.8533608816118226
K2OH(BH4)0.375(NO2)0.625,K,OH,BH4,0.375,NO2,0.625,K2 B0.375 H2.5 N0.625 O2.25,0.849863500949479
K2OH(BH4)0.25(NO2)0.75,K,OH,BH4,0.25,NO2,0.75,K2 B0.25 H2 N0.75 O2.5,0.8463661202871354
K2OH(BH4)0.125(NO2)0.875,K,OH,BH4,0.125,NO2,0.875,K2 B0.125 H1.5 N0.875 O2.75,0.8428687396247919
K2OH(BH4)0.875(IO4)0.125,K,OH,BH4,0.875,IO4,0.125,K2 B0.875 H4.5 I0.125 O1.5,0.8819758143037242
K2OH(BH4)0.75(IO4)0.25,K,OH,BH4,0.75,IO4,0.25,K2 B0.75 H4 I0.25 O2,0.8966012243462517
K2OH(BH4)0.625(IO4)0.375,K,OH,BH4,0.625,IO4,0.375,K2 B0.625 H3.5 I0.375 O2.5,0.9112266343887792
K2OH(BH4)0.5(IO4)0.5,K,OH,BH4,0.5,IO4,0.5,K2 B0.5 H3 I0.5 O3,0.9258520444313068
K2OH(BH4)0.375(IO4)0.625,K,OH,BH4,0.375,IO4,0.625,K2 B0.375 H2.5 I0.625 O3.5,0.9404774544738342
K2OH(BH4)0.25(IO4)0.75,K,OH,BH4,0.25,IO4,0.75,K2 B0.25 H2 I0.75 O4,0.9551028645163617
K2OH(BH4)0.125(IO4)0.875,K,OH,BH4,0.125,IO4,0.875,K2 B0.125 H1.5 I0.875 O4.5,0.9697282745588892
K2OH(BH4)0.875(CN)0.125,K,OH,BH4,0.875,CN,0.125,K2 B0.875 H4.5 C0.125 N0.125 O1,0.8635350799022764
K2OH(BH4)0.75(CN)0.25,K,OH,BH4,0.75,CN,0.25,K2 B0.75 H4 C0.25 N0.25 O1,0.8597197555433562
K2OH(BH4)0.625(CN)0.375,K,OH,BH4,0.625,CN,0.375,K2 B0.625 H3.5 C0.375 N0.375 O1,0.855904431184436
K2OH(BH4)0.5(CN)0.5,K,OH,BH4,0.5,CN,0.5,K2 B0.5 H3 C0.5 N0.5 O1,0.8520891068255158
K2OH(BH4)0.375(CN)0.625,K,OH,BH4,0.375,CN,0.625,K2 B0.375 H2.5 C0.625 N0.625 O1,0.8482737824665956
K2OH(BH4)0.25(CN)0.75,K,OH,BH4,0.25,CN,0.75,K2 B0.25 H2 C0.75 N0.75 O1,0.8444584581076754
K2OH(BH4)0.125(CN)0.875,K,OH,BH4,0.125,CN,0.875,K2 B0.125 H1.5 C0.875 N0.875 O1,0.8406431337487551
K2OH(BH4)0.875Cl0.125,K,OH,BH4,0.875,Cl,0.125,K2 B0.875 H4.5 Cl0.125 O1,0.8603556429365096
K2OH(BH4)0.75Cl0.25,K,OH,BH4,0.75,Cl,0.25,K2 B0.75 H4 Cl0.25 O1,0.8533608816118226
K2OH(BH4)0.625Cl0.375,K,OH,BH4,0.625,Cl,0.375,K2 B0.625 H3.5 Cl0.375 O1,0.8463661202871354
K2OH(BH4)0.5Cl0.5,K,OH,BH4,0.5,Cl,0.5,K2 B0.5 H3 Cl0.5 O1,0.8393713589624484
K2OH(BH4)0.375Cl0.625,K,OH,BH4,0.375,Cl,0.625,K2 B0.375 H2.5 Cl0.625 O1,0.8323765976377613
K2OH(BH4)0.25Cl0.75,K,OH,BH4,0.25,Cl,0.75,K2 B0.25 H2 Cl0.75 O1,0.8253818363130743
K2OH(BH4)0.125Cl0.875,K,OH,BH4,0.125,Cl,0.875,K2 B0.125 H1.5 Cl0.875 O1,0.8183870749883871
K2OH(BH4)0.875(ICl4)0.125,K,OH,BH4,0.875,ICl4,0.125,K2 B0.875 H4.5 I0.125 Cl0.5 O1,0.8845193638763377
K2OH(BH4)0.75(ICl4)0.25,K,OH,BH4,0.75,ICl4,0.25,K2 B0.75 H4 I0.25 Cl1 O1,0.9016883234914786
K2OH(BH4)0.625(ICl4)0.375,K,OH,BH4,0.625,ICl4,0.375,K2 B0.625 H3.5 I0.375 Cl1.5 O1,0.9188572831066196
K2OH(BH4)0.5(ICl4)0.5,K,OH,BH4,0.5,ICl4,0.5,K2 B0.5 H3 I0.5 Cl2 O1,0.9360262427217606
K2OH(BH4)0.375(ICl4)0.625,K,OH,BH4,0.375,ICl4,0.625,K2 B0.375 H2.5 I0.625 Cl2.5 O1,0.9531952023369016
K2OH(BH4)0.25(ICl4)0.75,K,OH,BH4,0.25,ICl4,0.75,K2 B0.25 H2 I0.75 Cl3 O1,0.9703641619520427
K2OH(BH4)0.125(ICl4)0.875,K,OH,BH4,0.125,ICl4,0.875,K2 B0.125 H1.5 I0.875 Cl3.5 O1,0.9875331215671836
K2OH(BH4)0.875F0.125,K,OH,BH4,0.875,F,0.125,K2 B0.875 H4.5 O1 F0.125,0.8450943455008287
K2OH(BH4)0.75F0.25,K,OH,BH4,0.75,F,0.25,K2 B0.75 H4 O1 F0.25,0.8228382867404608
K2OH(BH4)0.625F0.375,K,OH,BH4,0.625,F,0.375,K2 B0.625 H3.5 O1 F0.375,0.8005822279800928
K2OH(BH4)0.5F0.5,K,OH,BH4,0.5,F,0.5,K2 B0.5 H3 O1 F0.5,0.7783261692197249
K2OH(BH4)0.375F0.625,K,OH,BH4,0.375,F,0.625,K2 B0.375 H2.5 O1 F0.625,0.7560701104593569
K2OH(BH4)0.25F0.75,K,OH,BH4,0.25,F,0.75,K2 B0.25 H2 O1 F0.75,0.733814051698989
K2OH(BH4)0.125F0.875,K,OH,BH4,0.125,F,0.875,K2 B0.125 H1.5 O1 F0.875,0.711557992938621
K2OH(BH4)0.875(ClO4)0.125,K,OH,BH4,0.875,ClO4,0.125,K2 B0.875 H4.5 Cl0.125 O1.5,0.879114321034534
K2OH(BH4)0.75(ClO4)0.25,K,OH,BH4,0.75,ClO4,0.25,K2 B0.75 H4 Cl0.25 O2,0.8908782378078713
K2OH(BH4)0.625(ClO4)0.375,K,OH,BH4,0.625,ClO4,0.375,K2 B0.625 H3.5 Cl0.375 O2.5,0.9026421545812087
K2OH(BH4)0.5(ClO4)0.5,K,OH,BH4,0.5,ClO4,0.5,K2 B0.5 H3 Cl0.5 O3,0.9144060713545461
K2OH(BH4)0.375(ClO4)0.625,K,OH,BH4,0.375,ClO4,0.625,K2 B0.375 H2.5 Cl0.625 O3.5,0.9261699881278834
K2OH(BH4)0.25(ClO4)0.75,K,OH,BH4,0.25,ClO4,0.75,K2 B0.25 H2 Cl0.75 O4,0.9379339049012207
K2OH(BH4)0.125(ClO4)0.875,K,OH,BH4,0.125,ClO4,0.875,K2 B0.125 H1.5 Cl0.875 O4.5,0.9496978216745581
K2OH(BH4)0.875Br0.125,K,OH,BH4,0.875,Br,0.125,K2 B0.875 H4.5 Br0.125 O1,0.8651247983851599
K2OH(BH4)0.75Br0.25,K,OH,BH4,0.75,Br,0.25,K2 B0.75 H4 Br0.25 O1,0.8628991925091231
K2OH(BH4)0.625Br0.375,K,OH,BH4,0.625,Br,0.375,K2 B0.625 H3.5 Br0.375 O1,0.8606735866330862
K2OH(BH4)0.5Br0.5,K,OH,BH4,0.5,Br,0.5,K2 B0.5 H3 Br0.5 O1,0.8584479807570495
K2OH(BH4)0.375Br0.625,K,OH,BH4,0.375,Br,0.625,K2 B0.375 H2.5 Br0.625 O1,0.8562223748810127
K2OH(BH4)0.25Br0.75,K,OH,BH4,0.25,Br,0.75,K2 B0.25 H2 Br0.75 O1,0.8539967690049759
K2OH(BH4)0.125Br0.875,K,OH,BH4,0.125,Br,0.875,K2 B0.125 H1.5 Br0.875 O1,0.8517711631289391
K2OH(BH4)0.875(NH2)0.125,K,OH,BH4,0.875,NH2,0.125,K2 B0.875 H4.75 N0.125 O1,0.8571762059707427
K2OH(BH4)0.75(NH2)0.25,K,OH,BH4,0.75,NH2,0.25,K2 B0.75 H4.5 N0.25 O1,0.8470020076802889
K2OH(BH4)0.625(NH2)0.375,K,OH,BH4,0.625,NH2,0.375,K2 B0.625 H4.25 N0.375 O1,0.8368278093898349
K2OH(BH4)0.5(NH2)0.5,K,OH,BH4,0.5,NH2,0.5,K2 B0.5 H4 N0.5 O1,0.826653611099381
K2OH(BH4)0.375(NH2)0.625,K,OH,BH4,0.375,NH2,0.625,K2 B0.375 H3.75 N0.625 O1,0.8164794128089271
K2OH(BH4)0.25(NH2)0.75,K,OH,BH4,0.25,NH2,0.75,K2 B0.25 H3.5 N0.75 O1,0.8063052145184731
K2OH(BH4)0.125(NH2)0.875,K,OH,BH4,0.125,NH2,0.875,K2 B0.125 H3.25 N0.875 O1,0.7961310162280192
K2OHBF4,K,OH,BF4,1.0,,,K2 B1 H1 O1 F4,0.9690923871657359
K2OH(BF4)0.875I0.125,K,OH,BF4,0.875,I,0.125,K2 B0.875 H1 I0.125 O1 F3.5,0.9617796821444721
K2OH(BF4)0.75I0.25,K,OH,BF4,0.75,I,0.25,K2 B0.75 H1 I0.25 O1 F3,0.9544669771232084
K2OH(BF4)0.625I0.375,K,OH,BF4,0.625,I,0.375,K2 B0.625 H1 I0.375 O1 F2.5,0.9471542721019446
K2OH(BF4)0.5I0.5,K,OH,BF4,0.5,I,0.5,K2 B0.5 H1 I0.5 O1 F2,0.9398415670806809
K2OH(BF4)0.375I0.625,K,OH,BF4,0.375,I,0.625,K2 B0.375 H1 I0.625 O1 F1.5,0.9325288620594171
K2OH(BF4)0.25I0.75,K,OH,BF4,0.25,I,0.75,K2 B0.25 H1 I0.75 O1 F1,0.9252161570381533
K2OH(BF4)0.125I0.875,K,OH,BF4,0.125,I,0.875,K2 B0.125 H1 I0.875 O1 F0.5,0.9179034520168896
K2OH(BF4)0.875(NO2)0.125,K,OH,BF4,0.875,NO2,0.125,K2 B0.875 H1 N0.125 O1.25 F3.5,0.9528772586403249
K2OH(BF4)0.75(NO2)0.25,K,OH,BF4,0.75,NO2,0.25,K2 B0.75 H1 N0.25 O1.5 F3,0.9366621301149141
